policy_id,client_id,line_of_business,issuing_carrier,issued_on,expiry_date,premium_amount,premium_bill_to,renewal_status,last_updated,broker_commision_pct
P002963,C007351,Operations geologist,"Miller, Adams and Collins Insurance Inc.",2006-03-28,2026-03-28,3246.92858005219,Subsidiary,Canceled,2025-11-28,11.913365367820646
P008321,C006367,"Designer, fashion/clothing",King Group Insurance Inc.,2005-12-13,2025-12-13,553.9929733156099,Agency Bill,Renewal Quoted,2025-11-28,15.317654078383905
P005125,C006014,Medical illustrator,"Riggs, Walker and Atkins Insurance Inc.",2005-12-02,2025-12-02,361.16431469127554,Agency Bill,Marketing,2025-11-28,14.527075506252991
P003573,C002154,Amenity horticulturist,Allen Group Insurance Inc.,2006-05-04,2026-05-04,3019.2645061954986,Agency Bill,Renewal Quoted,2025-11-28,12.48881646630051
P009408,C007562,"Scientist, physiological",Kelley Group Insurance Inc.,2006-02-13,2026-02-13,1313.5649181452814,Agency Bill,New,2025-11-28,13.137684399500884
P004385,C001885,Landscape architect,"Wiggins, Cabrera and Boyd Insurance Inc.",2006-02-11,2026-02-11,403.20415089445316,Mortgagee,New,2025-11-28,10.290429390540826
P007166,C003279,Firefighter,Vargas-Williams Insurance Inc.,2006-10-25,2026-10-25,296.0529452725139,Insured,New,2025-11-28,10.137953765288811
P001834,C006383,Structural engineer,Martinez-Stevens Insurance Inc.,2006-11-19,2026-11-19,335.5009499260519,Payroll Vendor,Marketing,2025-11-28,15.18566009378413
P003793,C004201,"Scientist, marine",Kelly-Mcdaniel Insurance Inc.,2006-03-11,2026-03-11,7557.781535452448,Mortgagee,Canceled,2025-11-28,11.944167741646508
P003806,C006731,"Designer, fashion/clothing",Colon Group Insurance Inc.,2006-01-12,2026-01-12,377.65545093758726,Direct Bill,Marketing,2025-11-28,10.666981206416486
P006019,C006938,Purchasing manager,Browning Group Insurance Inc.,2006-08-07,2026-08-07,793.0041393609371,Subsidiary,Renewal Quoted,2025-11-28,9.217243972352566
P009921,C003749,"Therapist, horticultural",Williams-Sandoval Insurance Inc.,2006-10-21,2026-10-21,212.16817438754444,Subsidiary,Renewal Quoted,2025-11-28,9.974191080273746
P001817,C009053,Theatre director,"Williamson, Dean and Byrd Insurance Inc.",2006-08-09,2026-08-09,339.5865051269578,Direct Bill,New,2025-11-28,17.77143832942834
P004417,C008203,Games developer,"Ferguson, Gardner and Howell Insurance Inc.",2006-03-29,2026-03-29,150.0902262823299,Parent Company,New,2025-11-28,9.390837437103485
P007673,C005858,Theatre manager,Rogers-Wall Insurance Inc.,2006-07-18,2026-07-18,11488.652351663399,Mortgagee,Marketing,2025-11-28,8.881352861477765
P002383,C006534,"Engineer, materials",Adams Inc Insurance Inc.,2006-02-08,2026-02-08,357.87227641847363,Subsidiary,Marketing,2025-11-28,8.152084925108769
P001463,C003398,Exhibition designer,White Group Insurance Inc.,2006-04-17,2026-04-17,180.45897069403955,Parent Company,Canceled,2025-11-28,13.005020715354345
P008008,C007794,Contracting civil engineer,Cook Inc Insurance Inc.,2006-02-09,2026-02-09,581.9922604930665,Mortgagee,Renewal Quoted,2025-11-28,12.65541588981928
P009719,C005454,Sport and exercise psychologist,"Johnson, Johnson and Zamora Insurance Inc.",2006-03-28,2026-03-28,177.30316245367683,Subsidiary,New,2025-11-28,10.650900839165857
P003161,C004835,Quarry manager,"Jones, Smith and Wong Insurance Inc.",2006-09-18,2026-09-18,1172.1675219009269,Direct Bill,Renewal Quoted,2025-11-28,13.17410103353298
P008498,C006518,Clinical psychologist,"Matthews, Fischer and Turner Insurance Inc.",2006-04-27,2026-04-27,262.99573064777786,Insured,Marketing,2025-11-28,14.631779366207727
P005158,C003352,Land/geomatics surveyor,Peterson-Gardner Insurance Inc.,2006-07-04,2026-07-04,2353.5690098970263,Premium Finance Company,Marketing,2025-11-28,14.132536045327923
P008241,C002606,"Education officer, environmental",Quinn Group Insurance Inc.,2005-12-23,2025-12-23,278.95097293425516,Direct Bill,Marketing,2025-11-28,10.142561191330437
P006289,C006963,Aid worker,Dixon Inc Insurance Inc.,2006-11-10,2026-11-10,559.4579488600375,Mortgagee,New,2025-11-28,6.325455744587399
P003548,C008579,Chief Operating Officer,"Johnson, Burton and Edwards Insurance Inc.",2006-07-10,2026-07-10,8390.304133888185,Premium Finance Company,New,2025-11-28,4.307905339206768
P007058,C007097,Heritage manager,Mccarthy-Moody Insurance Inc.,2006-04-25,2026-04-25,1483.1111282058991,Third-Party Billing,Canceled,2025-11-28,5.123610260919958
P009752,C009029,Production manager,Abbott Inc Insurance Inc.,2006-09-09,2026-09-09,4872.309755898614,Agency Bill,Marketing,2025-11-28,12.284849172496651
P005950,C001286,"Engineer, petroleum","Blevins, Barker and Nelson Insurance Inc.",2006-03-02,2026-03-02,472.4796348802987,Premium Finance Company,Renewal Quoted,2025-11-28,13.190182584993853
P008545,C003812,Medical sales representative,Bender-Beck Insurance Inc.,2006-06-23,2026-06-23,881.5122712665918,Direct Bill,New,2025-11-28,10.736745487633264
P004034,C005164,Logistics and distribution manager,Ward LLC Insurance Inc.,2006-04-05,2026-04-05,2352.0679902502143,Insured,Marketing,2025-11-28,12.530012840895441
P005702,C001396,"Geologist, wellsite",Mills-Thornton Insurance Inc.,2006-02-03,2026-02-03,477.5405543572613,Payroll Vendor,Marketing,2025-11-28,10.7412918461537
P005823,C002630,"Civil engineer, contracting",Bell Inc Insurance Inc.,2005-12-27,2025-12-27,706.4584554671425,Parent Company,Renewal Quoted,2025-11-28,14.460319746923957
P002001,C002416,"Administrator, education","Hill, Davis and Warner Insurance Inc.",2006-05-12,2026-05-12,223.25770793408668,Insured,Canceled,2025-11-28,3.9670703221561103
P003884,C004169,Art therapist,"Todd, Brown and Jenkins Insurance Inc.",2006-09-15,2026-09-15,451.50848190656865,Mortgagee,New,2025-11-28,4.020737931004576
P009594,C003910,Horticultural therapist,"Duke, Contreras and Garcia Insurance Inc.",2006-07-02,2026-07-02,916.6536232728184,Third-Party Billing,New,2025-11-28,5.370221685010444
P009613,C008991,"Scientist, physiological",Davis-Lang Insurance Inc.,2006-05-06,2026-05-06,211.31536638768986,Mortgagee,Marketing,2025-11-28,10.867493551842353
P002085,C005849,"Administrator, local government","Lopez, Carlson and Wiggins Insurance Inc.",2006-10-20,2026-10-20,108.18286065338627,Insured,Marketing,2025-11-28,17.085964954218024
P004397,C002839,Minerals surveyor,Fletcher-Cross Insurance Inc.,2006-06-11,2026-06-11,1385.7886586286334,Direct Bill,Canceled,2025-11-28,10.791189714651575
P007149,C003331,Community pharmacist,Powell-Montoya Insurance Inc.,2006-03-05,2026-03-05,330.4321885375902,Third-Party Billing,New,2025-11-28,15.939045178905289
P009710,C008162,Civil Service fast streamer,"Dixon, Miller and Roman Insurance Inc.",2006-04-08,2026-04-08,629.0100223410992,Third-Party Billing,Renewal Quoted,2025-11-28,-1.7793089482009297
P006573,C002585,Field trials officer,"Brown, Stone and Ruiz Insurance Inc.",2006-01-07,2026-01-07,455.3305508452384,Parent Company,Canceled,2025-11-28,17.853322128569978
P006336,C002643,"Administrator, arts",Molina Inc Insurance Inc.,2006-03-29,2026-03-29,7481.432614122893,Parent Company,Renewal Quoted,2025-11-28,6.419350926120916
P006133,C008498,"Designer, exhibition/display",Tucker Ltd Insurance Inc.,2006-11-27,2026-11-27,230.64791111654696,Parent Company,Canceled,2025-11-28,8.235461932875884
P007661,C006830,Chief Operating Officer,"Wells, Brown and Bowers Insurance Inc.",2006-06-26,2026-06-26,423.25495936917577,Third-Party Billing,New,2025-11-28,11.032953168532913
P007175,C009552,"Secretary, company","Haynes, Jackson and King Insurance Inc.",2006-05-06,2026-05-06,268.53222053094635,Premium Finance Company,Renewal Quoted,2025-11-28,11.282648341174166
P004925,C004618,"Psychologist, occupational",Avila-Nelson Insurance Inc.,2006-11-08,2026-11-08,276.78952103518094,Mortgagee,Marketing,2025-11-28,13.73243611840562
P004093,C004781,Chartered public finance accountant,"Davenport, Thomas and Pratt Insurance Inc.",2006-01-02,2026-01-02,446.8183987232893,Premium Finance Company,Renewal Quoted,2025-11-28,8.536309786483097
P002758,C009273,"Education officer, museum","Lang, Hardy and Irwin Insurance Inc.",2006-09-01,2026-09-01,351.7899619935045,Agency Bill,Renewal Quoted,2025-11-28,8.19569503121337
P005031,C005838,Legal executive,"Vargas, Herrera and Kent Insurance Inc.",2006-11-01,2026-11-01,667.5545420682136,Subsidiary,Marketing,2025-11-28,7.6184364043097155
P003169,C006096,Market researcher,Young-Moore Insurance Inc.,2006-11-20,2026-11-20,267.45844498226296,Payroll Vendor,New,2025-11-28,14.476463806957327
P004329,C003729,Broadcast engineer,Jimenez Group Insurance Inc.,2006-02-26,2026-02-26,288.4779385960544,Agency Bill,Marketing,2025-11-28,19.35485406484964
P009458,C006942,Multimedia specialist,"Kim, Collins and Jackson Insurance Inc.",2006-03-02,2026-03-02,280.4747123821381,Payroll Vendor,Marketing,2025-11-28,14.680026378808911
P009620,C009587,Agricultural engineer,Acosta-Rojas Insurance Inc.,2005-12-29,2025-12-29,945.7650238271185,Parent Company,Renewal Quoted,2025-11-28,9.441209532535645
P006582,C001908,Local government officer,"Johnson, Christian and Padilla Insurance Inc.",2006-03-24,2026-03-24,275.7685762446975,Subsidiary,New,2025-11-28,6.323305281122077
P002177,C008250,Museum/gallery curator,Bowen LLC Insurance Inc.,2006-04-12,2026-04-12,301.5543604779251,Premium Finance Company,Canceled,2025-11-28,3.989452756443323
P005708,C003637,Technical brewer,Hansen Inc Insurance Inc.,2006-03-31,2026-03-31,771.3688637543097,Mortgagee,New,2025-11-28,4.484303371858312
P002408,C005036,"Embryologist, clinical",York-Alexander Insurance Inc.,2006-08-07,2026-08-07,7902.7338731268055,Parent Company,Canceled,2025-11-28,15.371309344470868
P008165,C005874,"Conservation officer, nature",Baker and Sons Insurance Inc.,2006-05-29,2026-05-29,621.8510072526611,Third-Party Billing,Canceled,2025-11-28,3.958985699487563
P003683,C008281,Government social research officer,"Hernandez, Mclaughlin and White Insurance Inc.",2006-07-22,2026-07-22,3125.0410824905825,Premium Finance Company,New,2025-11-28,17.771187123399855
P005089,C009148,Editorial assistant,Wagner Group Insurance Inc.,2006-09-16,2026-09-16,645.2283666320069,Mortgagee,Marketing,2025-11-28,12.75599836795543
P009739,C005278,"Geologist, engineering",Jenkins PLC Insurance Inc.,2006-05-18,2026-05-18,669.9089059743078,Direct Bill,Canceled,2025-11-28,7.4113925040222295
P004271,C009295,"Designer, television/film set",Sanders-Rogers Insurance Inc.,2006-06-28,2026-06-28,357.41284066271817,Insured,New,2025-11-28,7.838175524593118
P002167,C002644,"Designer, industrial/product","Gilmore, Marshall and White Insurance Inc.",2006-05-30,2026-05-30,394.1781853330402,Subsidiary,Canceled,2025-11-28,8.818764123468394
P006150,C006500,Financial adviser,Silva Group Insurance Inc.,2006-04-15,2026-04-15,3204.5548578524927,Parent Company,Marketing,2025-11-28,11.119322505316813
P009560,C004787,"Teacher, primary school","Bennett, Robinson and Park Insurance Inc.",2005-12-15,2025-12-15,308.12793314050185,Premium Finance Company,New,2025-11-28,10.303252139947924
P004097,C008303,Magazine journalist,Wilson-Ross Insurance Inc.,2006-08-31,2026-08-31,1580.817100545713,Mortgagee,New,2025-11-28,12.221327591446176
P003478,C004483,"Engineer, biomedical","Matthews, Reid and Diaz Insurance Inc.",2005-11-29,2025-11-29,385.1031487990329,Premium Finance Company,Marketing,2025-11-28,6.766693461624215
P003851,C002788,Web designer,Hall-Ortiz Insurance Inc.,2006-06-12,2026-06-12,234.0187285551999,Mortgagee,Marketing,2025-11-28,13.863940448481952
P001622,C005378,Operational researcher,"Beck, Larson and Sullivan Insurance Inc.",2006-06-14,2026-06-14,525.920500175015,Direct Bill,Canceled,2025-11-28,8.648576790227535
P009100,C003175,Company secretary,"Hill, Cooper and Griffith Insurance Inc.",2006-01-19,2026-01-19,320.22720107500203,Mortgagee,Renewal Quoted,2025-11-28,11.711448944184092
P001131,C009986,Curator,Black-Robertson Insurance Inc.,2006-04-25,2026-04-25,1950.8050351032905,Mortgagee,Marketing,2025-11-28,11.40605227052657
P001325,C008093,"Production assistant, radio","Gonzales, Smith and Gibson Insurance Inc.",2006-06-01,2026-06-01,1120.5610556218603,Subsidiary,Marketing,2025-11-28,16.991081596111137
P002064,C002639,Field trials officer,Armstrong Group Insurance Inc.,2006-10-19,2026-10-19,759.1954310691073,Agency Bill,New,2025-11-28,8.955100593678244
P007096,C005409,Sport and exercise psychologist,Savage Group Insurance Inc.,2006-03-14,2026-03-14,369.8725708614132,Subsidiary,Renewal Quoted,2025-11-28,13.21603289784358
P003781,C003025,Occupational hygienist,"Hill, Turner and Fernandez Insurance Inc.",2006-01-04,2026-01-04,237.5296060964763,Subsidiary,Marketing,2025-11-28,2.835463557361937
P008670,C007040,Herbalist,Hill-Garcia Insurance Inc.,2006-09-25,2026-09-25,291.40798786702663,Subsidiary,Marketing,2025-11-28,18.76718700314339
P009758,C005888,Theatre stage manager,"Ruiz, Cunningham and Harvey Insurance Inc.",2006-05-09,2026-05-09,3629.2338840007847,Insured,Canceled,2025-11-28,9.887191562567391
P004815,C008661,Translator,Gay Inc Insurance Inc.,2006-05-07,2026-05-07,1168.1541506624424,Parent Company,Marketing,2025-11-28,10.621129318974356
P004318,C001547,Agricultural engineer,Olson Group Insurance Inc.,2006-11-13,2026-11-13,2082.3606000438613,Premium Finance Company,Renewal Quoted,2025-11-28,7.591478704080217
P001110,C006935,Sales promotion account executive,"Dunn, Williams and Guerrero Insurance Inc.",2006-03-14,2026-03-14,632.5182335221727,Insured,Canceled,2025-11-28,10.729134724581712
P002224,C001636,Textile designer,Boone Ltd Insurance Inc.,2006-04-06,2026-04-06,165.26000263655664,Third-Party Billing,Marketing,2025-11-28,13.983780022023936
P007962,C005188,Proofreader,Ball Ltd Insurance Inc.,2006-11-05,2026-11-05,392.27681983657834,Subsidiary,New,2025-11-28,10.664962809186099
P007632,C002788,Garment/textile technologist,Lane Group Insurance Inc.,2006-08-06,2026-08-06,1469.8079566529416,Agency Bill,Canceled,2025-11-28,10.763341178091043
P003913,C008902,Mechanical engineer,Richardson-David Insurance Inc.,2006-04-07,2026-04-07,296.01141270567734,Mortgagee,New,2025-11-28,11.898548544314348
P009420,C002697,Mechanical engineer,"Snyder, Farmer and Luna Insurance Inc.",2006-10-12,2026-10-12,415.78865361378837,Agency Bill,Canceled,2025-11-28,15.27113021330749
P009709,C005118,Forensic scientist,Lewis Group Insurance Inc.,2006-01-14,2026-01-14,257.85627822285363,Direct Bill,New,2025-11-28,8.14491743969857
P002035,C005724,Garment/textile technologist,Kim-Smith Insurance Inc.,2006-05-28,2026-05-28,160.34215269106687,Insured,Canceled,2025-11-28,3.36452188299951
P003342,C006609,Waste management officer,"Green, Harper and Saunders Insurance Inc.",2005-12-20,2025-12-20,287.7954621708359,Third-Party Billing,Renewal Quoted,2025-11-28,17.050644796809138
P007734,C009801,Forest/woodland manager,Nolan Ltd Insurance Inc.,2006-09-26,2026-09-26,245.21885293670198,Direct Bill,Marketing,2025-11-28,12.49719404144093
P006215,C002586,Counselling psychologist,Rogers Ltd Insurance Inc.,2006-02-26,2026-02-26,228.67154723446623,Subsidiary,New,2025-11-28,15.11785340619073
P009347,C004364,"Journalist, newspaper",Martin LLC Insurance Inc.,2006-04-26,2026-04-26,713.5660153250195,Payroll Vendor,Canceled,2025-11-28,2.2015421796245676
P009728,C007158,Colour technologist,Duran-Lawson Insurance Inc.,2006-08-06,2026-08-06,5242.610044352236,Direct Bill,Renewal Quoted,2025-11-28,16.12515966846962
P006351,C005327,Best boy,"Perry, Page and Jimenez Insurance Inc.",2006-06-03,2026-06-03,549.6079356527584,Subsidiary,New,2025-11-28,11.737792955249283
P008427,C001216,Lobbyist,Robles-Boyle Insurance Inc.,2006-09-06,2026-09-06,507.36819758862964,Mortgagee,New,2025-11-28,14.188750045142392
P004054,C001132,Health service manager,Jackson PLC Insurance Inc.,2006-03-06,2026-03-06,298.0630732357776,Direct Bill,Renewal Quoted,2025-11-28,8.757922634687556
P005689,C007921,Historic buildings inspector/conservation officer,Thomas-Green Insurance Inc.,2006-04-19,2026-04-19,2982.1707574637735,Subsidiary,New,2025-11-28,10.389302253936398
P002921,C005333,"Surveyor, building control",Mccormick-Hernandez Insurance Inc.,2006-11-19,2026-11-19,205.39179513922005,Subsidiary,Marketing,2025-11-28,9.6531722941508
P003496,C008399,Merchant navy officer,"Thomas, Armstrong and Lucero Insurance Inc.",2006-07-14,2026-07-14,433.1384548192835,Insured,Canceled,2025-11-28,14.749073615370559
P008844,C004541,Building services engineer,Calhoun-Wheeler Insurance Inc.,2006-05-31,2026-05-31,247.9507535923909,Direct Bill,New,2025-11-28,18.151925519027454
P003516,C005236,"Producer, television/film/video",Romero-Evans Insurance Inc.,2006-08-28,2026-08-28,491.3010956296904,Agency Bill,Renewal Quoted,2025-11-28,10.847315210658591
P002736,C002183,IT sales professional,Smith Group Insurance Inc.,2006-06-08,2026-06-08,299.74455585276627,Mortgagee,Renewal Quoted,2025-11-28,11.460791001516116
P009149,C004258,"Sound technician, broadcasting/film/video","Levine, Jones and Moore Insurance Inc.",2006-09-20,2026-09-20,773.0867757435856,Subsidiary,Renewal Quoted,2025-11-28,10.415689664222505
P002841,C002824,Heritage manager,Hull Group Insurance Inc.,2005-12-07,2025-12-07,279.3428499326076,Premium Finance Company,Marketing,2025-11-28,10.340865814201218
P005624,C003560,"Conservation officer, historic buildings","Wiley, Parker and Gibbs Insurance Inc.",2006-04-24,2026-04-24,211.8339712710215,Direct Bill,Canceled,2025-11-28,12.748032277834879
P003224,C005495,Freight forwarder,Figueroa-Zimmerman Insurance Inc.,2006-06-08,2026-06-08,827.4034863863251,Direct Bill,New,2025-11-28,8.865118051349437
P003377,C002325,"Scientist, biomedical",Stevens and Sons Insurance Inc.,2006-02-06,2026-02-06,1568.9138226336565,Mortgagee,Canceled,2025-11-28,6.272447756082044
P009404,C009431,Operational investment banker,Dunn Ltd Insurance Inc.,2006-06-26,2026-06-26,434.8480560036292,Premium Finance Company,Renewal Quoted,2025-11-28,8.236681953247437
P001161,C007722,Hospital pharmacist,Gordon-Cox Insurance Inc.,2006-05-04,2026-05-04,3175.2118780484857,Payroll Vendor,New,2025-11-28,11.191402066502798
P003605,C007136,"Education officer, museum",Schmidt-Bush Insurance Inc.,2006-03-03,2026-03-03,3047.348796840325,Premium Finance Company,Renewal Quoted,2025-11-28,7.965662441139777
P004571,C007560,Logistics and distribution manager,"Kelley, Jones and Johnson Insurance Inc.",2005-12-19,2025-12-19,116.65996038445134,Insured,Renewal Quoted,2025-11-28,0.2862939482464171
P003305,C002139,Paramedic,"Hamilton, Mcguire and Blair Insurance Inc.",2006-03-19,2026-03-19,299.43750179598925,Payroll Vendor,New,2025-11-28,8.62652593591184
P005867,C003983,Passenger transport manager,Wu-Tate Insurance Inc.,2006-11-01,2026-11-01,4781.240878392308,Payroll Vendor,Marketing,2025-11-28,9.475187676066176
P007526,C005628,"Designer, interior/spatial",Craig Group Insurance Inc.,2006-07-01,2026-07-01,420.5586903010147,Subsidiary,Marketing,2025-11-28,18.61300886118489
P007101,C002173,Location manager,"Garcia, Hobbs and Larsen Insurance Inc.",2006-03-03,2026-03-03,136.0399158446082,Subsidiary,Canceled,2025-11-28,12.871856544377085
P006540,C006803,Corporate investment banker,"Richards, Gutierrez and Garcia Insurance Inc.",2006-04-12,2026-04-12,322.2851525081774,Third-Party Billing,Canceled,2025-11-28,12.235021308293605
P005297,C002357,"Surveyor, mining","Cole, Long and Smith Insurance Inc.",2006-04-21,2026-04-21,852.9133408318926,Mortgagee,Canceled,2025-11-28,3.1365474245836324
P006319,C001321,Ambulance person,Smith Ltd Insurance Inc.,2006-08-21,2026-08-21,307.8575586308863,Parent Company,Marketing,2025-11-28,11.106072573273496
P003895,C009231,"Administrator, charities/voluntary organisations",Andrews-Sullivan Insurance Inc.,2006-08-12,2026-08-12,396.87924891569463,Mortgagee,Renewal Quoted,2025-11-28,8.239841154196093
P002992,C006505,Curator,Chapman-Williams Insurance Inc.,2006-06-07,2026-06-07,395.97310886887567,Mortgagee,Renewal Quoted,2025-11-28,15.322797706491073
P004262,C001139,Geochemist,Black Group Insurance Inc.,2006-09-23,2026-09-23,1061.5749669204,Payroll Vendor,Marketing,2025-11-28,13.263063524218946
P008486,C002364,Multimedia specialist,"Williamson, Small and Morgan Insurance Inc.",2006-10-28,2026-10-28,390.46065569317557,Direct Bill,New,2025-11-28,9.013125579147955
P006394,C007853,"Engineer, energy",Smith Group Insurance Inc.,2006-03-10,2026-03-10,340.6024788284816,Mortgagee,Renewal Quoted,2025-11-28,14.28483616034927
P003884,C004153,"Engineer, maintenance (IT)",Newman PLC Insurance Inc.,2006-03-26,2026-03-26,295.1349203673376,Agency Bill,Marketing,2025-11-28,13.455468893919395
P002787,C006687,"Accountant, chartered public finance","Sanders, White and Russell Insurance Inc.",2006-11-26,2026-11-26,191.71694507387025,Direct Bill,New,2025-11-28,10.95928290395156
P005499,C009712,"Surveyor, building",Smith-Norton Insurance Inc.,2006-05-30,2026-05-30,550.1126299402275,Insured,New,2025-11-28,1.5344677238779507
P007367,C003651,Air cabin crew,Mckenzie LLC Insurance Inc.,2006-01-26,2026-01-26,448.1537684195765,Agency Bill,Marketing,2025-11-28,17.6122130878544
P004063,C007547,Multimedia specialist,Robinson-Evans Insurance Inc.,2006-11-25,2026-11-25,136.3254110428229,Subsidiary,Canceled,2025-11-28,5.601311070181801
P001593,C002931,Agricultural consultant,"Anderson, Bowen and Brown Insurance Inc.",2006-09-13,2026-09-13,5852.903683825375,Direct Bill,Marketing,2025-11-28,10.921592449910927
P001326,C005096,Industrial buyer,Riley-Jackson Insurance Inc.,2006-03-24,2026-03-24,31084.3501809745,Agency Bill,Renewal Quoted,2025-11-28,13.21783805611603
P003561,C002357,Customer service manager,Salinas LLC Insurance Inc.,2006-05-24,2026-05-24,2629.3591980719416,Agency Bill,Renewal Quoted,2025-11-28,5.3291817132830115
P003159,C005853,Tourism officer,Thornton LLC Insurance Inc.,2005-12-11,2025-12-11,439.0308680764491,Agency Bill,Canceled,2025-11-28,11.373630371098873
P002543,C006657,Art therapist,"Gates, Warner and Romero Insurance Inc.",2006-07-19,2026-07-19,288.48828592621044,Mortgagee,Renewal Quoted,2025-11-28,12.951222235443481
P009008,C009830,"Engineer, building services",Cabrera-Larson Insurance Inc.,2006-03-11,2026-03-11,544.3551154584317,Parent Company,Canceled,2025-11-28,10.354357655432091
P002305,C005203,Television/film/video producer,Luna-Torres Insurance Inc.,2006-03-15,2026-03-15,346.5120800601464,Payroll Vendor,Canceled,2025-11-28,14.163926640333269
P002221,C002481,Garment/textile technologist,Holder Inc Insurance Inc.,2006-05-17,2026-05-17,194.8698942485852,Mortgagee,Renewal Quoted,2025-11-28,8.329004489367591
P009550,C001963,"Restaurant manager, fast food",Clark-Holmes Insurance Inc.,2006-09-10,2026-09-10,1836.6281927124876,Payroll Vendor,Renewal Quoted,2025-11-28,20.61150068806301
P009667,C004768,Chief Financial Officer,Robinson-Morris Insurance Inc.,2005-12-02,2025-12-02,5605.149063897609,Parent Company,Canceled,2025-11-28,12.758575341891339
P006306,C005980,Trading standards officer,"Sawyer, Davis and Richardson Insurance Inc.",2006-09-27,2026-09-27,535.9035037090032,Agency Bill,Renewal Quoted,2025-11-28,8.629017625043376
P004465,C007809,Travel agency manager,"Hebert, Castillo and Jones Insurance Inc.",2006-10-03,2026-10-03,1651.6119829198724,Agency Bill,New,2025-11-28,8.697307161656859
P009532,C004148,Barrister,Wallace LLC Insurance Inc.,2006-02-02,2026-02-02,298.70028484423983,Subsidiary,Canceled,2025-11-28,13.568730257917935
P009956,C003664,Tourist information centre manager,Rodriguez and Sons Insurance Inc.,2006-10-20,2026-10-20,147.4705958886593,Direct Bill,Renewal Quoted,2025-11-28,4.506508774216784
P004015,C001329,Chartered public finance accountant,"Lee, Oliver and Sanchez Insurance Inc.",2006-04-27,2026-04-27,307.5969871975655,Direct Bill,New,2025-11-28,0.7602918306971542
P006402,C005537,"Conservator, museum/gallery","Gonzalez, Daniels and Wright Insurance Inc.",2006-09-01,2026-09-01,177.09963071251872,Direct Bill,Marketing,2025-11-28,7.940613320890362
P008531,C002850,Clinical research associate,"Hernandez, Snyder and Melendez Insurance Inc.",2006-09-18,2026-09-18,4277.334818896544,Agency Bill,Canceled,2025-11-28,13.069017775804975
P008010,C008924,Public librarian,Gonzales LLC Insurance Inc.,2006-09-21,2026-09-21,373.6556295602211,Premium Finance Company,Canceled,2025-11-28,14.3978502344613
P004136,C008422,"Scientist, physiological",Allen-Richardson Insurance Inc.,2006-11-25,2026-11-25,494.7531797391592,Insured,Renewal Quoted,2025-11-28,13.443587011716208
P005940,C005992,Community pharmacist,Roberts and Sons Insurance Inc.,2006-07-23,2026-07-23,160.14501151960536,Parent Company,Marketing,2025-11-28,13.04145010468703
P009203,C008080,Probation officer,Davis and Sons Insurance Inc.,2006-10-13,2026-10-13,7637.398431514454,Third-Party Billing,New,2025-11-28,10.375547958985793
P007171,C009684,"Psychologist, occupational",Wiggins and Sons Insurance Inc.,2006-05-30,2026-05-30,248.03429694464728,Third-Party Billing,Renewal Quoted,2025-11-28,12.910974944897553
P007853,C005792,"Radiographer, therapeutic",Mason Inc Insurance Inc.,2006-08-27,2026-08-27,488.28763078503,Direct Bill,New,2025-11-28,15.000937239541337
P002990,C004959,Environmental manager,Yang Inc Insurance Inc.,2006-09-22,2026-09-22,499.3491269386825,Third-Party Billing,Canceled,2025-11-28,15.361540792219504
P005987,C004832,Chartered management accountant,Moore and Sons Insurance Inc.,2006-08-19,2026-08-19,1437.304259838088,Parent Company,Renewal Quoted,2025-11-28,2.8075869381998846
P002997,C007427,"Research officer, government","Byrd, Sullivan and Peters Insurance Inc.",2006-08-26,2026-08-26,316.09755490247727,Mortgagee,Canceled,2025-11-28,8.485690574697351
P007386,C003549,"Scientist, forensic",Carpenter Ltd Insurance Inc.,2006-03-31,2026-03-31,287.53408663150697,Subsidiary,Canceled,2025-11-28,17.261457157353462
P006395,C007176,Office manager,Monroe-Abbott Insurance Inc.,2006-06-28,2026-06-28,453.9679944224498,Direct Bill,Canceled,2025-11-28,7.149747859884721
P002773,C007040,Hydrographic surveyor,Duncan-Nelson Insurance Inc.,2006-06-06,2026-06-06,323.8282587104466,Premium Finance Company,Marketing,2025-11-28,9.515252935493997
P004774,C006160,Drilling engineer,Johnson-Reed Insurance Inc.,2006-01-05,2026-01-05,359.85022304470255,Mortgagee,Canceled,2025-11-28,11.331802294048897
P006917,C008148,Graphic designer,Marshall PLC Insurance Inc.,2005-12-08,2025-12-08,438.37834914205666,Insured,Renewal Quoted,2025-11-28,11.384725411121803
P002960,C006994,Animal technologist,Holt and Sons Insurance Inc.,2006-10-21,2026-10-21,332.9508008900794,Parent Company,New,2025-11-28,8.52861329538927
P008893,C001280,"Programmer, applications","Williams, Mccoy and Singleton Insurance Inc.",2006-06-03,2026-06-03,424.3488602722224,Insured,Canceled,2025-11-28,14.150351641143029
P003320,C008538,Fish farm manager,"Peters, Lane and James Insurance Inc.",2006-02-09,2026-02-09,355.08545808675603,Subsidiary,Marketing,2025-11-28,9.241731049942535
P004685,C007950,"Engineer, aeronautical","Bryant, Lewis and Roth Insurance Inc.",2006-04-15,2026-04-15,1567.4528166424757,Parent Company,Renewal Quoted,2025-11-28,13.838206140814254
P002232,C009914,Pharmacologist,Hall-Sandoval Insurance Inc.,2005-12-14,2025-12-14,549.0483465435022,Insured,Canceled,2025-11-28,12.300889203832439
P004424,C006300,Field seismologist,"Mejia, Alvarado and Reyes Insurance Inc.",2006-01-09,2026-01-09,354.01320280157404,Mortgagee,New,2025-11-28,12.849019244905731
