policy_id,client_id,line_of_business,issuing_carrier,issued_on,expiry_date,premium_amount,premium_bill_to,renewal_status,last_updated,broker_commision_pct
P004272,C006367,Training and development officer,"Willis, Garcia and Rice Insurance Inc.",2005-11-16,2025-11-16,267.9001270193636,Agency Bill,New,2025-11-28,15.525045629923785
P002742,C006014,Freight forwarder,Mendoza-Costa Insurance Inc.,2005-06-11,2025-06-11,2594.6342762116465,Insured,Renewal Quoted,2025-11-28,17.500977568867505
P007862,C002154,Chiropodist,"Christensen, Bentley and Patel Insurance Inc.",2005-01-04,2025-01-04,2380.0289333897417,Agency Bill,Marketing,2025-11-28,12.291928946381814
P007498,C007562,Fast food restaurant manager,Schmidt LLC Insurance Inc.,2005-11-09,2025-11-09,482.9956352570166,Payroll Vendor,Canceled,2025-11-28,7.927913878306308
P001483,C001885,Building control surveyor,"Kent, Long and Jefferson Insurance Inc.",2005-03-20,2025-03-20,2134.758487096129,Parent Company,Canceled,2025-11-28,9.554900185116594
P006631,C003279,"Surveyor, minerals",Henderson PLC Insurance Inc.,2005-10-17,2025-10-17,954.7423882957808,Payroll Vendor,Marketing,2025-11-28,8.604504786449574
P007975,C006383,Dealer,Wheeler-Richardson Insurance Inc.,2005-01-01,2025-01-01,482.34571059764454,Premium Finance Company,Renewal Quoted,2025-11-28,1.8462592008307137
P008615,C004201,Counselling psychologist,"Reed, Figueroa and Aguilar Insurance Inc.",2005-01-30,2025-01-30,466.92724968185314,Subsidiary,Canceled,2025-11-28,5.764854918984044
P009570,C006731,Herpetologist,Berry Inc Insurance Inc.,2005-05-17,2025-05-17,7832.554674823111,Parent Company,Marketing,2025-11-28,8.331332180318892
P007893,C006938,Video editor,Brown-Barnes Insurance Inc.,2005-10-09,2025-10-09,403.84491779833775,Third-Party Billing,Renewal Quoted,2025-11-28,8.628347086201526
P001492,C003749,Land/geomatics surveyor,"Velasquez, Montgomery and Melendez Insurance Inc.",2005-01-08,2025-01-08,398.3852790080567,Direct Bill,Marketing,2025-11-28,11.653967268909975
P003817,C009053,Film/video editor,Wagner-Price Insurance Inc.,2005-01-06,2025-01-06,332.0048255958133,Payroll Vendor,Marketing,2025-11-28,5.2173528975187216
P003699,C008203,Pensions consultant,Gilbert Ltd Insurance Inc.,2005-02-25,2025-02-25,192.99410877030166,Direct Bill,New,2025-11-28,14.45009250880526
P009508,C005858,"Lecturer, higher education","Bell, Petty and Perez Insurance Inc.",2005-01-14,2025-01-14,302.71751746908734,Direct Bill,Canceled,2025-11-28,12.961114011126327
P008110,C006534,Educational psychologist,Carpenter-Hernandez Insurance Inc.,2004-11-28,2024-11-28,1702.5461373576097,Parent Company,Canceled,2025-11-28,7.224547517453278
P008326,C003398,Landscape architect,"Hernandez, Barrett and Baker Insurance Inc.",2005-08-05,2025-08-05,4375.3588348139465,Parent Company,New,2025-11-28,14.702044991111466
P002807,C007794,Maintenance engineer,Lopez-Smith Insurance Inc.,2005-09-19,2025-09-19,2466.5612187655893,Payroll Vendor,Marketing,2025-11-28,14.130491354824478
P004110,C005454,Operational investment banker,Rodriguez and Sons Insurance Inc.,2005-07-03,2025-07-03,346.19723261762397,Mortgagee,Marketing,2025-11-28,6.6112443499900255
P001972,C004835,Field seismologist,Edwards Inc Insurance Inc.,2005-07-13,2025-07-13,301.7305192626117,Mortgagee,Marketing,2025-11-28,11.48905274312867
P007510,C006518,Housing manager/officer,Ramos LLC Insurance Inc.,2005-02-21,2025-02-21,374.0999443003702,Direct Bill,Canceled,2025-11-28,18.582867456238528
P009104,C003352,Press photographer,Bates and Sons Insurance Inc.,2004-12-15,2024-12-15,1010.9184930687857,Direct Bill,Canceled,2025-11-28,13.877779301076409
P004834,C002606,Energy engineer,"Wilkinson, Olson and Rodriguez Insurance Inc.",2005-11-19,2025-11-19,257.31077665106375,Parent Company,Canceled,2025-11-28,12.692071174617173
P006732,C008579,Product/process development scientist,Daugherty Inc Insurance Inc.,2005-11-21,2025-11-21,236.43209115958413,Third-Party Billing,Renewal Quoted,2025-11-28,9.505218228928014
P009646,C007097,"Administrator, charities/voluntary organisations","Roy, Silva and Chavez Insurance Inc.",2005-06-27,2025-06-27,228.99599697296202,Third-Party Billing,Renewal Quoted,2025-11-28,13.808380620106433
P001094,C009029,Games developer,Williams and Sons Insurance Inc.,2005-10-22,2025-10-22,4802.477220518906,Insured,Renewal Quoted,2025-11-28,14.953939907184086
P005819,C001286,Estate agent,"Daniels, Olson and Ford Insurance Inc.",2005-08-30,2025-08-30,3006.9648880399354,Direct Bill,Renewal Quoted,2025-11-28,12.136793868514442
P005779,C003812,"Research officer, government",Cross-Arnold Insurance Inc.,2005-08-11,2025-08-11,160.7803737441139,Premium Finance Company,Renewal Quoted,2025-11-28,12.011630040782336
P005711,C005164,Physiotherapist,"Sims, Robinson and Mckee Insurance Inc.",2005-02-07,2025-02-07,797.7499304242331,Parent Company,New,2025-11-28,5.684458605609061
P004267,C001396,"Engineer, chemical","Lopez, Lane and Brown Insurance Inc.",2005-08-18,2025-08-18,1766.7999914470156,Premium Finance Company,Canceled,2025-11-28,18.021534955726707
P005239,C002630,Publishing rights manager,Vega Inc Insurance Inc.,2005-04-19,2025-04-19,945.8145033986117,Subsidiary,Canceled,2025-11-28,2.5782935063500165
P004465,C002416,Field trials officer,Miller and Sons Insurance Inc.,2005-02-15,2025-02-15,304.476303640444,Premium Finance Company,New,2025-11-28,11.649352748281718
P005846,C004169,"Producer, television/film/video",Woods-Gray Insurance Inc.,2005-05-12,2025-05-12,281.0675622790994,Third-Party Billing,Renewal Quoted,2025-11-28,10.93800664827536
P009253,C003910,TEFL teacher,Wheeler PLC Insurance Inc.,2005-09-16,2025-09-16,408.232558030026,Mortgagee,Canceled,2025-11-28,14.369572213584165
P002776,C008991,Communications engineer,Lopez-Smith Insurance Inc.,2005-04-23,2025-04-23,1113.4297571720285,Subsidiary,Marketing,2025-11-28,18.092664487492883
P006067,C005849,Museum education officer,Walter PLC Insurance Inc.,2005-01-29,2025-01-29,281.67452613666677,Payroll Vendor,Canceled,2025-11-28,13.821277262462138
P009611,C002839,Outdoor activities/education manager,Porter-Levy Insurance Inc.,2005-06-15,2025-06-15,394.9365179974243,Direct Bill,New,2025-11-28,8.22095577723041
P006313,C003331,Public affairs consultant,"Lewis, Anderson and Taylor Insurance Inc.",2004-12-03,2024-12-03,2335.8881230337647,Subsidiary,Renewal Quoted,2025-11-28,11.540157346116596
P005253,C008162,Actor,Brown PLC Insurance Inc.,2005-05-13,2025-05-13,252.7886034960424,Subsidiary,Renewal Quoted,2025-11-28,16.62329183197074
P005294,C002585,Insurance account manager,Washington-Watkins Insurance Inc.,2005-03-20,2025-03-20,290.80898921747246,Mortgagee,Canceled,2025-11-28,10.445199380119528
P001151,C002643,"Engineer, electrical",Rogers-Owens Insurance Inc.,2005-04-28,2025-04-28,2601.238559449214,Parent Company,Canceled,2025-11-28,8.135474702141117
P007686,C008498,"Geologist, wellsite",Walker-Moore Insurance Inc.,2005-09-13,2025-09-13,188.9144772582324,Mortgagee,Marketing,2025-11-28,8.444250883335064
P007569,C006830,Financial trader,Murray-King Insurance Inc.,2005-04-11,2025-04-11,707.2700475214809,Insured,New,2025-11-28,9.458787892989616
P005243,C009552,"Scientist, physiological",Shaw Ltd Insurance Inc.,2005-02-16,2025-02-16,351.42568891383684,Direct Bill,Marketing,2025-11-28,8.140282092667459
P002064,C004618,Psychiatric nurse,Johnson Group Insurance Inc.,2005-07-17,2025-07-17,233.3602021358542,Insured,Renewal Quoted,2025-11-28,14.971935123038062
P004872,C004781,Land/geomatics surveyor,"Sanders, Branch and Hodges Insurance Inc.",2005-09-09,2025-09-09,586.9020180350154,Third-Party Billing,Canceled,2025-11-28,8.703898953231752
P007358,C009273,"Designer, jewellery",Everett Group Insurance Inc.,2005-03-19,2025-03-19,2410.3765202934055,Parent Company,Canceled,2025-11-28,10.921175603581391
P003373,C005838,Paramedic,Black-Crawford Insurance Inc.,2005-11-15,2025-11-15,247.81081652645526,Third-Party Billing,Renewal Quoted,2025-11-28,12.964037709595614
P008891,C006096,"Social research officer, government","Turner, Green and Chen Insurance Inc.",2005-07-03,2025-07-03,243.44185523875484,Direct Bill,Canceled,2025-11-28,11.736074582115245
P001501,C003729,"Teacher, early years/pre",Reed and Sons Insurance Inc.,2005-07-06,2025-07-06,214.3140734345007,Insured,Marketing,2025-11-28,11.224462986246413
P003262,C006942,"Social research officer, government",Hoover-Garner Insurance Inc.,2005-02-07,2025-02-07,531.3716180552309,Insured,Marketing,2025-11-28,10.363822719120709
P004612,C009587,Medical physicist,Faulkner PLC Insurance Inc.,2004-12-12,2024-12-12,1461.8711834919454,Mortgagee,New,2025-11-28,14.132992031912694
P002730,C001908,Food technologist,Miller and Sons Insurance Inc.,2005-04-10,2025-04-10,363.58129579677956,Parent Company,Canceled,2025-11-28,10.108335155526252
P008798,C008250,"Radiographer, diagnostic",Bishop and Sons Insurance Inc.,2005-11-15,2025-11-15,363.070075324956,Agency Bill,New,2025-11-28,9.874925704083267
P009425,C003637,Public affairs consultant,"Ferguson, Buchanan and Ortiz Insurance Inc.",2004-12-15,2024-12-15,254.11344678975308,Premium Finance Company,New,2025-11-28,11.493327408863205
P004234,C005036,"Embryologist, clinical",Buck-Holmes Insurance Inc.,2005-08-16,2025-08-16,282.52474097843026,Agency Bill,Marketing,2025-11-28,9.46099219744077
P008925,C005874,Special educational needs teacher,"Adams, Gonzalez and Potter Insurance Inc.",2005-09-28,2025-09-28,1993.950391340777,Insured,Canceled,2025-11-28,5.562043613242911
P009531,C008281,Forest/woodland manager,"Freeman, Gonzalez and Shaw Insurance Inc.",2005-03-17,2025-03-17,437.4914880777042,Premium Finance Company,Renewal Quoted,2025-11-28,11.757762931017012
P007575,C009148,Therapeutic radiographer,Lee-Ayala Insurance Inc.,2005-09-17,2025-09-17,198.8619770804673,Mortgagee,Canceled,2025-11-28,14.492184146720081
P004435,C005278,Rural practice surveyor,Lewis-Baker Insurance Inc.,2005-09-12,2025-09-12,4499.91816190606,Insured,Renewal Quoted,2025-11-28,10.457512983301092
P002823,C009295,"Lighting technician, broadcasting/film/video",Mccarthy-Torres Insurance Inc.,2005-08-19,2025-08-19,313.31005129334443,Third-Party Billing,New,2025-11-28,12.330248455107519
P008232,C002644,Financial risk analyst,"Patel, Peterson and Adams Insurance Inc.",2005-09-03,2025-09-03,6339.725048320296,Direct Bill,New,2025-11-28,5.68060114085686
P008513,C006500,Information systems manager,Aguirre Ltd Insurance Inc.,2005-05-24,2025-05-24,3899.3491553898934,Agency Bill,New,2025-11-28,14.101973984000608
P004305,C004787,Learning mentor,"Trujillo, Brown and Cox Insurance Inc.",2005-02-22,2025-02-22,288.6515982194486,Mortgagee,Renewal Quoted,2025-11-28,13.661464042363054
P002098,C008303,Counsellor,"Brewer, Castro and Wilson Insurance Inc.",2005-09-25,2025-09-25,275.51496343659755,Parent Company,New,2025-11-28,6.1603703845948035
P001800,C004483,Legal executive,"Barton, Johnson and Benson Insurance Inc.",2005-09-28,2025-09-28,1297.1941590393897,Parent Company,Renewal Quoted,2025-11-28,3.9112423629683004
P008191,C002788,"Investment banker, operational","Baird, Mcfarland and Sharp Insurance Inc.",2004-12-30,2024-12-30,4467.233731903842,Insured,Renewal Quoted,2025-11-28,13.18233287939228
P001535,C005378,Records manager,"Schultz, Bird and Walker Insurance Inc.",2005-11-26,2025-11-26,320.9618449124543,Subsidiary,Canceled,2025-11-28,5.806560867840822
P007728,C003175,Museum education officer,Moore LLC Insurance Inc.,2005-09-17,2025-09-17,368.4882756283298,Third-Party Billing,Renewal Quoted,2025-11-28,18.443555169094935
P009783,C008093,Graphic designer,"Patrick, Lara and Jones Insurance Inc.",2005-06-08,2025-06-08,1341.8612788106516,Third-Party Billing,Renewal Quoted,2025-11-28,6.932361693931988
P003830,C002639,Associate Professor,"Mitchell, Johnson and Smith Insurance Inc.",2005-07-08,2025-07-08,631.5755687931809,Premium Finance Company,Canceled,2025-11-28,14.968302489550716
P008612,C005409,"Engineer, biomedical",Rodriguez Inc Insurance Inc.,2005-02-01,2025-02-01,3747.3543491870882,Subsidiary,Canceled,2025-11-28,12.627682653435443
P004163,C003025,Fitness centre manager,"Nixon, Roberts and Thompson Insurance Inc.",2005-08-12,2025-08-12,1084.844802220998,Mortgagee,Marketing,2025-11-28,17.914994789657037
P005096,C007040,Immunologist,"Mora, Chambers and George Insurance Inc.",2005-11-17,2025-11-17,310.24567643732996,Direct Bill,Canceled,2025-11-28,5.0883200837371305
P004170,C005888,"Engineer, electrical","Morgan, Mata and Smith Insurance Inc.",2005-09-14,2025-09-14,262.6846517232382,Insured,Marketing,2025-11-28,16.813605902681992
P003886,C008661,Camera operator,Barron and Sons Insurance Inc.,2005-04-04,2025-04-04,2018.5163667581749,Agency Bill,New,2025-11-28,20.21097284438683
P002273,C001547,Forensic scientist,Ward-Barnes Insurance Inc.,2005-11-24,2025-11-24,1320.244386919783,Parent Company,Marketing,2025-11-28,7.7377929282144144
P006061,C006935,Public affairs consultant,Moore-Booth Insurance Inc.,2005-05-15,2025-05-15,547.5092903970664,Insured,Canceled,2025-11-28,15.750900944893466
P005298,C001636,Aeronautical engineer,Hancock-Mcdonald Insurance Inc.,2005-05-03,2025-05-03,120.88139198796142,Payroll Vendor,New,2025-11-28,15.44440383813817
P003001,C005188,Logistics and distribution manager,Tate-Wright Insurance Inc.,2005-10-13,2025-10-13,574.3854570191206,Premium Finance Company,Renewal Quoted,2025-11-28,7.4191867667573375
P002696,C008902,"Scientist, research (maths)",Hogan-Elliott Insurance Inc.,2005-03-05,2025-03-05,257.2448418579956,Subsidiary,Canceled,2025-11-28,10.509401799785909
P003267,C002697,"Scientist, marine",Robinson-Bell Insurance Inc.,2005-04-10,2025-04-10,516.4005572473341,Third-Party Billing,Renewal Quoted,2025-11-28,13.267358920480742
P003019,C005118,"Programmer, applications",Kennedy LLC Insurance Inc.,2005-08-22,2025-08-22,525.6653962476555,Parent Company,Renewal Quoted,2025-11-28,8.539936274271746
P007502,C005724,"Psychologist, forensic",White Group Insurance Inc.,2005-09-22,2025-09-22,483.31875232875785,Insured,Renewal Quoted,2025-11-28,11.093894283301285
P003646,C006609,Music therapist,Cordova-Wall Insurance Inc.,2005-10-26,2025-10-26,1315.030057702277,Payroll Vendor,Canceled,2025-11-28,14.290365471211555
P003138,C009801,"Engineer, communications",Garrison-Brown Insurance Inc.,2005-06-26,2025-06-26,364.74905203810437,Agency Bill,Renewal Quoted,2025-11-28,16.968526316409225
P005258,C002586,Investment analyst,"Wilson, Chavez and Diaz Insurance Inc.",2005-09-17,2025-09-17,5001.519107324301,Subsidiary,Canceled,2025-11-28,11.227123075642908
P004747,C004364,Artist,"Yang, Wilson and Bennett Insurance Inc.",2005-03-24,2025-03-24,295.9966155673361,Parent Company,Canceled,2025-11-28,17.760625522486688
P002925,C007158,Museum/gallery curator,Williams and Sons Insurance Inc.,2005-08-07,2025-08-07,352.35621749997057,Mortgagee,Marketing,2025-11-28,5.344898174625084
P009333,C005327,Facilities manager,Barber-Rodriguez Insurance Inc.,2004-11-27,2024-11-27,442.5081117590824,Agency Bill,Renewal Quoted,2025-11-28,7.586016243461726
P005064,C001216,Transport planner,"Young, Vasquez and Everett Insurance Inc.",2004-12-25,2024-12-25,5966.461531968834,Agency Bill,Renewal Quoted,2025-11-28,17.444686119555076
P007327,C001132,Printmaker,"Lowe, Francis and Mcclain Insurance Inc.",2005-11-03,2025-11-03,4998.126432953994,Insured,Marketing,2025-11-28,9.785158478235662
P002688,C007921,Brewing technologist,"Shea, Smith and Wilkins Insurance Inc.",2005-01-14,2025-01-14,587.6411943598349,Insured,Marketing,2025-11-28,12.626174113658287
P006676,C005333,"Accountant, chartered public finance","Zhang, Yoder and Pierce Insurance Inc.",2004-12-29,2024-12-29,535.549265614108,Payroll Vendor,Marketing,2025-11-28,11.080060020258083
P006060,C008399,Set designer,Walter-Neal Insurance Inc.,2005-02-16,2025-02-16,500.46027672800466,Third-Party Billing,Marketing,2025-11-28,13.820792829906095
P001745,C004541,Medical technical officer,Thomas Inc Insurance Inc.,2005-11-17,2025-11-17,2756.5576232468156,Parent Company,Marketing,2025-11-28,14.812618820721745
P003561,C002183,Operations geologist,"Mccoy, Jones and Brown Insurance Inc.",2005-07-20,2025-07-20,1026.0058005838478,Mortgagee,Marketing,2025-11-28,8.41009898553186
P003712,C004258,Diagnostic radiographer,Young-Johnson Insurance Inc.,2005-04-07,2025-04-07,251.98697548850555,Insured,Marketing,2025-11-28,6.813420792433605
P006165,C002824,Chief Operating Officer,Rios and Sons Insurance Inc.,2005-07-21,2025-07-21,1400.6808837922613,Third-Party Billing,Renewal Quoted,2025-11-28,11.582178883644923
P008595,C003560,Corporate treasurer,Gonzalez Inc Insurance Inc.,2005-04-17,2025-04-17,4125.37284830559,Payroll Vendor,New,2025-11-28,10.34891365323714
P009729,C005495,Speech and language therapist,Hensley Ltd Insurance Inc.,2005-05-21,2025-05-21,4459.8383590933445,Parent Company,New,2025-11-28,17.914639107376104
P007032,C002325,Armed forces technical officer,Lewis Inc Insurance Inc.,2005-10-12,2025-10-12,266.8622813063206,Third-Party Billing,Marketing,2025-11-28,12.860851884307898
P005085,C009431,Commercial art gallery manager,Hunt-Hammond Insurance Inc.,2004-12-01,2024-12-01,996.6415868688408,Parent Company,Renewal Quoted,2025-11-28,9.481138272337123
P009324,C007722,Holiday representative,Davila-Green Insurance Inc.,2005-06-12,2025-06-12,180.31726747882811,Subsidiary,Marketing,2025-11-28,12.194833996408054
P001950,C007136,"Investment banker, operational",Valencia-Ruiz Insurance Inc.,2005-02-11,2025-02-11,2385.4169072582226,Direct Bill,Marketing,2025-11-28,11.941133156558257
P008291,C007560,"Surveyor, minerals",Smith Inc Insurance Inc.,2004-12-15,2024-12-15,337.8050773837076,Direct Bill,Renewal Quoted,2025-11-28,6.991819050543954
P008886,C002139,"Therapist, occupational","Nicholson, Taylor and Benton Insurance Inc.",2005-11-04,2025-11-04,185.894860417651,Agency Bill,Renewal Quoted,2025-11-28,17.824577060377152
P002129,C003983,"Engineer, manufacturing systems",Jones Ltd Insurance Inc.,2005-06-27,2025-06-27,232.83372939384552,Premium Finance Company,Marketing,2025-11-28,12.890701191443144
P004050,C005628,Contractor,Martinez-Stone Insurance Inc.,2005-04-19,2025-04-19,349.9278206251789,Payroll Vendor,Renewal Quoted,2025-11-28,8.83252569718851
P005300,C002173,"Producer, radio",Freeman-Kennedy Insurance Inc.,2005-11-13,2025-11-13,162.783197332378,Insured,Renewal Quoted,2025-11-28,16.341949564054975
P006360,C006803,Tour manager,Pope Group Insurance Inc.,2004-12-25,2024-12-25,576.0424123607886,Insured,Renewal Quoted,2025-11-28,12.115147125611312
P004924,C002357,Chief of Staff,Jackson LLC Insurance Inc.,2004-12-22,2024-12-22,745.5762791407361,Subsidiary,Marketing,2025-11-28,16.944285876956624
P008522,C001321,Technical brewer,"Baker, Perez and Payne Insurance Inc.",2005-07-18,2025-07-18,2055.3722664391676,Parent Company,Renewal Quoted,2025-11-28,8.626196213655401
P005568,C009231,Art gallery manager,Gonzales LLC Insurance Inc.,2004-12-28,2024-12-28,329.64872894857155,Agency Bill,Marketing,2025-11-28,9.006659822957976
P007877,C006505,Research scientist (medical),Terry-Hill Insurance Inc.,2005-01-27,2025-01-27,3201.0929007336194,Agency Bill,Canceled,2025-11-28,15.307865801123251
P002854,C001139,Theatre director,"Jones, Moreno and Woods Insurance Inc.",2005-02-14,2025-02-14,310.8680204291507,Premium Finance Company,New,2025-11-28,4.354668135262132
P005775,C002364,"Engineer, electronics",Williams LLC Insurance Inc.,2005-10-22,2025-10-22,291.7406151480522,Agency Bill,Renewal Quoted,2025-11-28,11.88266642255031
P002270,C007853,Art gallery manager,"Calderon, Park and Davis Insurance Inc.",2005-11-11,2025-11-11,346.09946696269805,Payroll Vendor,Marketing,2025-11-28,9.683512809563329
P006746,C004153,Occupational hygienist,Richardson Ltd Insurance Inc.,2004-12-18,2024-12-18,2093.642078761486,Mortgagee,New,2025-11-28,6.574628163674411
P008641,C006687,Financial planner,"Lopez, Green and James Insurance Inc.",2005-07-16,2025-07-16,226.75048762569335,Parent Company,Renewal Quoted,2025-11-28,9.24918879025512
P009855,C009712,Physiological scientist,"Wilson, Norris and Santos Insurance Inc.",2005-02-17,2025-02-17,332.0549043125593,Parent Company,New,2025-11-28,16.31246822209766
P007012,C003651,Astronomer,"Murillo, Wolf and Powell Insurance Inc.",2005-05-22,2025-05-22,4091.455169895919,Subsidiary,New,2025-11-28,11.529923228114807
P005965,C007547,Health promotion specialist,Collins-Gibson Insurance Inc.,2005-06-23,2025-06-23,214.47059166958456,Mortgagee,Renewal Quoted,2025-11-28,7.450537868941113
P008441,C002931,Multimedia programmer,"Hayes, Larson and Rivera Insurance Inc.",2005-02-06,2025-02-06,234.06585735165245,Direct Bill,Renewal Quoted,2025-11-28,9.906359053759608
P007413,C005096,Naval architect,Lewis-Lewis Insurance Inc.,2005-02-01,2025-02-01,477.4304414379308,Third-Party Billing,New,2025-11-28,17.880191922143702
P003309,C005853,Retail merchandiser,"Morales, Moyer and Lopez Insurance Inc.",2005-11-23,2025-11-23,270.9166887657633,Premium Finance Company,Marketing,2025-11-28,12.28954667069226
P009680,C006657,Materials engineer,Smith-Moore Insurance Inc.,2005-01-29,2025-01-29,480.1735062751719,Parent Company,Renewal Quoted,2025-11-28,7.4193910450625085
P005423,C005203,"Journalist, newspaper","Yates, Weiss and Holden Insurance Inc.",2005-09-30,2025-09-30,1032.7777791589635,Mortgagee,Renewal Quoted,2025-11-28,14.79247967008633
P006443,C002481,Conference centre manager,"Torres, Clark and Tran Insurance Inc.",2005-01-05,2025-01-05,455.7554330111546,Agency Bill,Marketing,2025-11-28,12.628541191795975
P004535,C001963,Automotive engineer,Patterson-Byrd Insurance Inc.,2005-07-20,2025-07-20,209.18856104536965,Parent Company,Renewal Quoted,2025-11-28,10.71633599595336
P007768,C004768,"Engineer, broadcasting (operations)",Beck-Peterson Insurance Inc.,2005-04-27,2025-04-27,799.3050726332652,Subsidiary,New,2025-11-28,12.440653882517907
P006835,C005980,Heritage manager,Carter Group Insurance Inc.,2005-06-06,2025-06-06,238.8153816220908,Payroll Vendor,New,2025-11-28,12.08508676840259
P003755,C007809,Barrister's clerk,"Rowe, Montgomery and Ruiz Insurance Inc.",2005-03-28,2025-03-28,2770.4949484169815,Subsidiary,Renewal Quoted,2025-11-28,14.704551926877665
P002244,C004148,Fashion designer,"Martinez, Bush and Jones Insurance Inc.",2004-11-30,2024-11-30,555.2093539704592,Insured,New,2025-11-28,6.13634023818621
P009257,C003664,"Secretary, company",Garcia Group Insurance Inc.,2005-03-21,2025-03-21,7917.3117182058695,Insured,Canceled,2025-11-28,12.328107656581425
P006198,C001329,Advertising art director,James-Hobbs Insurance Inc.,2005-11-10,2025-11-10,676.1373330821827,Parent Company,Marketing,2025-11-28,8.123417474637233
P007230,C005537,Statistician,Welch Group Insurance Inc.,2005-03-05,2025-03-05,296.8536113646588,Parent Company,New,2025-11-28,13.365863071013653
P006074,C002850,"Engineer, building services",Richards and Sons Insurance Inc.,2005-07-13,2025-07-13,125.57894339217897,Subsidiary,Canceled,2025-11-28,8.211642246776169
P002681,C008924,Haematologist,Perez-Perry Insurance Inc.,2005-02-17,2025-02-17,250.2636479909537,Parent Company,Marketing,2025-11-28,6.133626246073313
P004613,C008422,Occupational hygienist,Lee and Sons Insurance Inc.,2005-03-06,2025-03-06,477.98203580096146,Subsidiary,Marketing,2025-11-28,8.895048307055426
P008747,C005992,Occupational hygienist,"Johnson, Ross and Day Insurance Inc.",2005-10-16,2025-10-16,653.7347444923405,Parent Company,Renewal Quoted,2025-11-28,7.143275522194341
P008970,C008080,Forensic scientist,Jennings Group Insurance Inc.,2005-02-03,2025-02-03,283.18497145099064,Direct Bill,Renewal Quoted,2025-11-28,6.365657114629097
P009373,C009684,Gaffer,Adams Group Insurance Inc.,2005-07-25,2025-07-25,2208.3210416816414,Premium Finance Company,Renewal Quoted,2025-11-28,8.126263251021793
P009968,C005792,Social worker,Richardson Ltd Insurance Inc.,2005-07-07,2025-07-07,454.73934148031054,Insured,Canceled,2025-11-28,10.646104355952783
P008193,C004959,Garment/textile technologist,"Welch, Romero and Rodgers Insurance Inc.",2005-04-13,2025-04-13,118.9323694365325,Premium Finance Company,Canceled,2025-11-28,13.360866903347631
P004635,C004832,"Civil engineer, consulting",Moreno-Taylor Insurance Inc.,2005-02-03,2025-02-03,1489.0513911845653,Parent Company,Canceled,2025-11-28,16.044146334710355
P004075,C007427,Primary school teacher,"Contreras, Sandoval and Clayton Insurance Inc.",2005-02-07,2025-02-07,1992.4762265466106,Parent Company,New,2025-11-28,8.992266614447578
P009165,C003549,Database administrator,Young-Jones Insurance Inc.,2005-06-18,2025-06-18,580.3572800280501,Mortgagee,Marketing,2025-11-28,5.278487473875445
P007016,C007176,Systems analyst,Brown-Thomas Insurance Inc.,2005-05-07,2025-05-07,692.2155930780119,Payroll Vendor,Marketing,2025-11-28,8.16656820228025
P004326,C006160,Mechanical engineer,"Richardson, Griffith and Morton Insurance Inc.",2005-01-14,2025-01-14,375.4821808622823,Subsidiary,Canceled,2025-11-28,10.527092254066886
P001781,C008148,Advertising account planner,Walton-Crane Insurance Inc.,2004-11-28,2024-11-28,1091.3963267503248,Third-Party Billing,Renewal Quoted,2025-11-28,11.5869096984467
P005077,C006994,Interpreter,Smith-Rivers Insurance Inc.,2005-06-24,2025-06-24,1794.6961336255279,Direct Bill,Marketing,2025-11-28,10.467517384517404
P006998,C001280,Film/video editor,"Johnson, Elliott and Davis Insurance Inc.",2005-08-03,2025-08-03,377.6541994929218,Premium Finance Company,Canceled,2025-11-28,8.223144534720307
P005001,C008538,Pension scheme manager,Knight and Sons Insurance Inc.,2005-11-03,2025-11-03,8776.705767290176,Agency Bill,Marketing,2025-11-28,11.041936332658572
P001175,C007950,Quarry manager,"Richardson, Cordova and Rocha Insurance Inc.",2004-12-20,2024-12-20,384.7936756015632,Payroll Vendor,Marketing,2025-11-28,12.855408607191535
P008470,C009914,Archaeologist,"Wilson, Hill and Meyer Insurance Inc.",2005-06-26,2025-06-26,1363.7881953985893,Direct Bill,New,2025-11-28,7.226428032175109
P001391,C006300,Television camera operator,"Lee, Robinson and Richard Insurance Inc.",2005-07-29,2025-07-29,647.7554093251272,Direct Bill,Marketing,2025-11-28,10.378776184588446
P004188,C002209,Curator,Zamora-Whitaker Insurance Inc.,2005-09-28,2025-09-28,2520.132960241154,Agency Bill,Renewal Quoted,2025-11-28,10.545702810731997
P008389,C008738,Clinical biochemist,Howard-Gross Insurance Inc.,2005-07-12,2025-07-12,350.71856430276506,Direct Bill,Marketing,2025-11-28,7.792010123765858
P007054,C001527,Translator,Wallace Group Insurance Inc.,2005-05-12,2025-05-12,122.90495626760774,Premium Finance Company,New,2025-11-28,5.897094486364846
P007297,C005896,"Scientist, water quality",Alvarez PLC Insurance Inc.,2005-10-25,2025-10-25,2112.7358373081024,Agency Bill,Marketing,2025-11-28,9.51015535773058
P005071,C006742,Materials engineer,Williams Ltd Insurance Inc.,2005-11-18,2025-11-18,329.1817106269139,Agency Bill,New,2025-11-28,14.796002845552257
P002662,C002077,Early years teacher,Smith Inc Insurance Inc.,2005-10-05,2025-10-05,709.7426579221557,Payroll Vendor,New,2025-11-28,3.8978080472993835
P006155,C004875,Advice worker,Powell PLC Insurance Inc.,2005-11-13,2025-11-13,557.5646765722635,Third-Party Billing,New,2025-11-28,13.810920968487107
P007027,C009319,Exercise physiologist,"Vaughn, Rios and Hoover Insurance Inc.",2004-12-26,2024-12-26,233.17044747485895,Agency Bill,Marketing,2025-11-28,13.225403197215138
